postId;date;question;answer;answerSourceCommentId;answerSourceUrl;answerReactionActor;answerSourceType;answerSourceNote;manualCatalogId;postUrl;mediaPath;caption;ocrConfidence;reviewStatus
561;2026-03-27;_—— ss В 2021 году в Германии выпустили 110 почтовые марки, посвященные 25- о к Fa С летнему юбилею победы ЕГО a АА. ag м4 *у над действующим на тот момент им а ем 3 тг AS dy Hye чемпионом мира Гарри Каспаровым. и мм “a ast i Несмотря на то, что мы скрыли 2 ЖЕ! фрагмент марки, вы все равно можете a F рассмотреть ЕГО на изображении. САВЕ! KASPAROW 20216 Назовите ЕГО имя двумя английскими словами абсолютно точно.;Deep Blue;1686;https://t.me/simple_quiz/561?comment=1686;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/561;telegram_archive/media/post_0561_photo_01.jpg;Е4 @simple_quiz;0.7426;Ответ подтверждён реакцией канала
567;2026-04-02;В США начали принимать ставки на то, кто СДЕЛАЕТ ЭТО до 2027 года. Иронично, что шансы на то, что Леброн Джеймс СДЕЛАЕТ ЭТО до 2027 года, оценивают выше, чем шансы на чемпионство «Лейкерс». Согласно котировкам букмекеров, шансы Леброна на то, что он СДЕЛАЕТ ЭТО до 2027 года, ниже, чем, например, владельца «Далласа» Марка Кьюбана, экс-игрока НФЛ Тома Брэйди, спортивного аналитика Стивена Эй Смита, а еще - Дуэйна «Скалы» Джонсона, Джорджа Клуни, Илона Маска и Ким Кардашьян. Что мы зашифровали под СДЕЛАЕТ ЭТО?;Объявит о выдвижении в президенты;1698;https://t.me/simple_quiz/567?comment=1698;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/567;telegram_archive/media/post_0567_photo_01.jpg;Готовимся к 13 апреля @simple_quiz;0.9525;Ответ подтверждён реакцией канала
568;2026-04-04;В 1921 году британец Гарольд Сирлс Торнтон запатентовал некое устройство. Его структуру можно описать числовым рядом «123553 2 I». Сейчас многие из вас знают это устройство как ИКС Другой ИКС, который вы тоже можете знать, был основан на год раньше, в 1920 году в Нюрнберге. Назовите ИКС.;Кикер;1706;https://t.me/simple_quiz/568?comment=1706;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/568;telegram_archive/media/post_0568_photo_01.jpg;Разгадываем числовой ряд. @simple_quiz;0.9548;Ответ подтверждён реакцией канала
569;2026-04-04;В 2008 году сайт Goal.com опубликовал пост, посвященный поражению «Ювентуса» в еврокубковом матче. Он звучал на английском так: «Old Lady unable to master ПРОПУСК at home». Разумеется, в заголовке зашифрована игра слов, причем довольно непристойная. Заполните ПРОПУСК четырьмя буквами.;БАТЭ;1709;https://t.me/simple_quiz/569?comment=1709;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/569;telegram_archive/media/post_0569_photo_01.jpg;Опять вопрос по заголовкам в медиа Записаться на ближайшую игру @iamkirian @simple_quiz;0.9497;Ответ подтверждён реакцией канала
570;2026-04-05;«Википедия» считает, что одна ОНА больше известна под фамилией Белобородова. МОК аннулировал ее золотую медаль Олимпиады-2012. Другая ОНА имела непосредственное отношение к интеллектуальным играм, но стала известной благодаря спортивным медиа. ОН - один из самых заметных и известных журналистов «Чемпионата». Какая фамилия объединяет этих людей?;Лысенко;1715;https://t.me/simple_quiz/570?comment=1715;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/570;telegram_archive/media/post_0570_photo_01.jpg;Разминочный Записаться на ближайшую игру @iamkirian @simple_quiz;0.9488;Ответ подтверждён реакцией канала
571;2026-04-06;Мария побеждала на чемпионатах мира, Европы и континентальных кубках и до замужества. Но олимпийское золото покорилось ей лишь тогда, когда ее муж прокомментировал ее выступление в эфире «Первого канала». Назовите актуальную фамилию Марии.;;;;;;;;https://t.me/simple_quiz/571;telegram_archive/media/post_0571_photo_01.jpg;Через мужа вопрос возьмут только истинные ценители русского спортивного телевидения Записаться на игру 13 апреля @iamkirian @simple_quiz;0.9618;Распознано — проверить ответ
572;2026-04-09;50 Cent - 21 ИКС. Обладатель второго места конкурса комментаторов «России-2» в 2012 году - 50 ИКСОВ. Чему равен ИКС?;Вопрос (question);1728;https://t.me/simple_quiz/572?comment=1728;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/572;telegram_archive/media/post_0572_photo_01.jpg;Продолжаем подготовку к «Симпл Квизу» 13 апреля На «Битве редакций» этот вопрос вызвал много проблем – а у вас? Записаться на ближайшую игру @iamkirian @simple_quiz;0.9431;Ответ подтверждён реакцией канала
587;2026-04-27;В пьесе «Двенадцатая ночь» Уильям Шекспир писал, что дурацкий колпак ПРОПУСК не портит. ПРОПУСК точно не испортил «Кливленд» в 2016 году, ведь команда стала чемпионом НБА. Восполните ПРОПУСК.;Мозгов;1781;https://t.me/simple_quiz/587?comment=1781;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/587;telegram_archive/media/post_0587_photo_01.jpg;Что? Вопрос по Шекспиру? @simple_quiz;0.9624;Ответ подтверждён реакцией канала
588;2026-04-27;Матч «Арсенала» и «Кристал Пэласа» 1 января 2017 года вызвал много шуток и реакций в соцсетях и на спортивных сайтах из-за ЕГО гола: русскоязычные фанаты футбола посчитали ЕГО гол довольно символичным. Кто забил гол в том матче?;Оливье Жиру;1793;https://t.me/simple_quiz/588?comment=1793;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/588;telegram_archive/media/post_0588_photo_01.jpg;А вот такой новогодний квесчен вам как? @simple_quiz;0.9576;Ответ подтверждён реакцией канала
589;2026-04-28;ОН на английском - бывший футболист, забивавший за «Лацио» и «Рейнджерс». ОН на русском - главный герой мультфильма «Пес в сапогах». Назовите ЕГО по-английски или по-русски.;Gascoigne / Гасконец;1796;https://t.me/simple_quiz/589?comment=1796;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/589;telegram_archive/media/post_0589_photo_01.jpg;Опять вопрос для полиглотов @simple_quiz;0.9447;Ответ подтверждён реакцией канала
594;2026-04-30;Жительница Манилы четыре года молилась статуэтке ИКСА, ошибочно думая, что это Хотэй - популярное в китайской культуре божество счастья, благополучия, веселья и общения. Ее смутил большой живот статуэтки. ИКС — прозвище футболиста, который по завершении карьеры потренировал клубы из Вашингтона, Плимута, Бирмингема и Дерби. Назовите ИКС.;Шрек;1806;https://t.me/simple_quiz/594?comment=1806;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/594;telegram_archive/media/post_0594_photo_01.jpg;🙏;0.9422;Ответ подтверждён реакцией канала
601;2026-05-05;На альбоме «Пиры и раны» группы «Кровосток» есть песна «ЗАМЕНА». ЗАМЕНА состоит из двух глаголов, которые образуют фразу, используемую для ироничного описания тактики некоторых футбольных команд. ЗАМЕНА - правда, с чуть измененной орфографией, — название ныне несуществующей медиафутбольной команды. Воспроизведите ЗАМЕНУ.;Бей-беги;1828;https://t.me/simple_quiz/601?comment=1828;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/601;telegram_archive/media/post_0601_photo_01.jpg;Фанаты «Кровостока» (или медиафутбола) присутствуют? Напоминаем, что версии в комменты мы пишем под спойлером @simple_quiz;0.9477;Ответ подтверждён реакцией канала
604;2026-05-05;Сайт 9meters подсчитал, что в мире живет 2700 ТАКИХ людей. 33 из 2700 ТАКИХ людей играют в НБА. ТАКИЕ - составное прилагательное, причем второй корень очень редко используется в России и часто — в США. Что мы зашифровали под ТАКИМИ?;Семифутеры;1835;https://t.me/simple_quiz/604?comment=1835;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/604;telegram_archive/media/post_0604_photo_01.jpg;[думаем] @simple_quiz;0.9475;Ответ подтверждён реакцией канала
607;2026-05-06;АЛЬФОЙ в славянской мифологии называли духа умершего человека в облике женщины. Известная вам АЛЬФА - олимпийская чемпионка, которая сначала вышла замуж за тренера, а затем — за человека, в честь отличительной особенности которого назвали либеральное микромедиа. Назовите АЛЬФУ.;Навка;1843;https://t.me/simple_quiz/607?comment=1843;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/607;telegram_archive/media/post_0607_photo_01.jpg;Религиозный вопросик @simple_quiz;0.9517;Ответ подтверждён реакцией канала
611;2026-05-08;Поговорим о маршрутах. Из «Селтикс» в «Суперсоникс» - 90. Из «Селтикс» в «Уорриорз» - 80. Из «Уизардс» в «Уорриорз» - 50. Число, которое соответствует маршруту Пау Газоля в 2014-м, вы прекрасно знаете: ему посвящено много отсылок в поп-культуре. Назовите его.;Route 66;1858;https://t.me/simple_quiz/611?comment=1858;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/611;telegram_archive/media/post_0611_photo_01.jpg;Вопрос со звездочкой: в понедельник с вопросом справились не все @simple_quiz;0.9447;Ответ подтверждён реакцией канала
613;2026-05-08;Если бы популярный российский блогер получил прозвище, потому что он EE сын, это было бы намного более логично. Но нет: несмотря на совпадение фамилий, он не состоит с НЕЙ в родственных связях. ОНА завоевала серебряную медаль на ОИ в Сиднее и сразу две медали - золото и бронзу - в Афинах. Назовите EE имя и фамилию.;Татьяна Лебедева;1860;https://t.me/simple_quiz/613?comment=1860;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/613;telegram_archive/media/post_0613_photo_01.jpg;Этот вопрос тоже вызвал сложности у мастеров в понедельник @simple_quiz;0.9554;Ответ подтверждён реакцией канала
617;2026-05-11;Один ОН - французский автогонщик, девятикратный чемпион мира. Другой ОН - немецкий автогонщик, четырехкратный чемпион мира. Было бы символично, если бы и первый, и второй ОН одержали победы в одном испанском городе, но гонки, в которых они принимали участие, в нем не проходили. Назовите ЕГО.;Сан-Себастьян;1870;https://t.me/simple_quiz/617?comment=1870;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/617;telegram_archive/media/post_0617_photo_01.jpg;Продуктивной всем недели! @simple_quiz;0.9494;Ответ подтверждён реакцией канала
618;2026-05-11;1988, 1992, 1996, 2000 - ПЕРВЫЕ. 1988, 1992, 1994, 1998 —- ВТОРЫЕ. Назовите ПЕРВЫЕ и ВТОРЫЕ.;Летние и зимние Олимпийские игры;1874;https://t.me/simple_quiz/618?comment=1874;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/618;telegram_archive/media/post_0618_photo_01.jpg;Версии? @simple_quiz;0.9302;Ответ подтверждён реакцией канала
620;2026-05-12;«Манчестер Сити», «Интер», «Лилль», «Бавария», «Атлетико» - все эти клубы объединяет трек FRIENDLY THUG 52 МСС с альбома «Graf Monte-Cristo/Most Valuable Pirate». Воспроизведите название этого трека.;2021;1884;https://t.me/simple_quiz/620?comment=1884;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/620;telegram_archive/media/post_0620_photo_01.jpg;Писятдва! @simple_quiz;0.9527;Ответ подтверждён реакцией канала
623;2026-05-13;В интернете можно найти победителей ЭТОГО турнира с 1949 года. Вот некоторые из них. 2025 - Джексон Шторм. 2024 - Пол Корнев. 2023 - Райан Лэйни. 2022 - Тим Тредлесс. 2021 - Круз Рамирес. 2020 - Чейз Рейселотт. В 2006, 2007, 2009, 2010, 2011, 2012 и 2015 годах победителем становился рекордсмен, которому даже посвятили серию фильмов. Назовите турнир, о котором идет речь.;Кубок Поршня;1890;https://t.me/simple_quiz/623?comment=1890;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/623;telegram_archive/media/post_0623_photo_01.jpg;Вопрос для киноманов @simple_quiz;0.9395;Ответ подтверждён реакцией канала
624;2026-05-14;В английском языке для того, чтобы превратить фамилию главного героя культового сериала в фамилию члена Зала славы снукера, необходимо убрать согласную букву. В русском языке для того, чтобы превратить фамилию главного героя культового сериала в фамилию члена Зала славы снукера, необходимо заменить согласную букву. Назовите члена Зала славы снукера, о котором идет речь.;Марк Селби;1896;https://t.me/simple_quiz/624?comment=1896;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/624;telegram_archive/media/post_0624_photo_01.jpg;Всем правильно ответившим – респект от Владимира Синицына @simple_quiz;0.9591;Ответ подтверждён реакцией канала
625;2026-05-18;Обидно, что в «Орландо» нет футболиста по имени и фамилии Эйбел - они бы составили потрясающую, чуть ли не братскую связку с другим игроком «Мэджик». Назовите фамилию этого игрока - или ее русскоязычный аналог.;Каин;1898;https://t.me/simple_quiz/625?comment=1898;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/625;telegram_archive/media/post_0625_photo_01.jpg;Новый «Симпл Квиз» уже через 7 дней Готовимся? Ну и записываться не забывайте @iamkirian @simple_quiz;0.9531;Ответ подтверждён реакцией канала
628;2026-05-24;Баскетболист «Никс» Карл-Энтони Таунс приехал на Матч звезд НБА в бомбере, на спине которого был изображен христианский святой в узнаваемом образе. Согласно житию этого святого, он родился в Каппадокии. А его изображение вы точно видели много раз. Возможно, вам помогут догадаться, где оно вам встречалось, числа 1, 5, 10 и 50. Назовите этого святого двумя словами.;Георгий Победоносец;1908;https://t.me/simple_quiz/628?comment=1908;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/628;telegram_archive/media/post_0628_photo_01.jpg;Завтра свежий квиз, кстати! Все записались? Кто не записался – велкоме в личку @iamkirian @simple_quiz;0.9471;Ответ подтверждён реакцией канала
635;2026-05-29;В декабре 2022 года звезда лыжного двоеборья Гида Вествол Хансен нарисовала ЭТО в знак протеста. Ее возмутило, что в 2022 году лыжное двоеборье было единственной дисциплиной, где не были представлены женщины. Основной посыл ее перфоманса был в том, что если бы она была мужчиной, она могла бы квалифицироваться на Олимпиаду. Что нарисовала Хансен?;;;;;;;;https://t.me/simple_quiz/635;telegram_archive/media/post_0635_photo_01.jpg;🎨🎨🎨 @simple_quiz;0.9578;Распознано — проверить ответ
636;2026-05-31;Во время одного из соревнований в рамках All-Star Weekend НБА используется необычный снаряд. У этого снаряда составное название: первая часть подчеркивает ценность этого снаряда. В 201 году вышел фильм, который в американском прокате называется так же, как и этот необычный снаряд. Напишите, как назвали фильм в российском кинопрокате.;;;;;;;;https://t.me/simple_quiz/636;telegram_archive/media/post_0636_photo_01.jpg;Доброе утро! @simple_quiz;0.9594;Распознано — проверить ответ
644;2026-06-03;Одна из песен ВИА «Биртман» называется ИКС. Вот что говорил известный вам беллетрист, сыгравший главную роль в клипе ИКС: «Если вы вообще слушали текст песни, то ИКС - это нея, не мой персонаж. А пришел и исправил то, что натворил ИКС. И всем опять стало весело». При жизни многие давали беллетристу характеристику, синонимичную с ИКСОМ. ИКС состоит из двух существительных. Воспроизведите ИКС.;;;;;;;;https://t.me/simple_quiz/644;telegram_archive/media/post_0644_photo_01.jpg;Готовимся к игре 15 числа Записаться на игру: @iamkirian @simple_quiz;0.9506;Распознано — проверить ответ
645;2026-06-04;Легендарный баскетбольный тренер Пэт Райли сказал: «Я думаю, что аудитория хочет видеть за пределами паркета кого-то, кто выглядит как лидер, одет как лидер и ведет себя как лидер». Поэтому он предложил тренерам НБА сделать STO. Что предложил сделать тренерам HBA Пэт Райли?;;;;;;;;https://t.me/simple_quiz/645;telegram_archive/media/post_0645_photo_01.jpg;Придумаем версию? Записаться на игру @iamkirian @simple_quiz;0.9585;Распознано — проверить ответ
647;2026-06-07;ЗАМЕНА одержала более чем в П раз больше побед, чем проиграла матчей. Все спортсмены в виде спорта, в котором прославилась ЗАМЕНА, рано или поздно оказываются на ЗАМЕНЕ. А самые достойные оказываются на ЗАМЕНЕ, названном в честь ЗАМЕНЫ. Назовите ЗАМЕНУ.;;;;;;;;https://t.me/simple_quiz/647;telegram_archive/media/post_0647_photo_01.jpg;ЗАМЕНА ЗАМЕНА ЗАМЕНА ЗАМЕНА @simple_quiz;0.9524;Распознано — проверить ответ
648;2026-06-08;ИКС - один из создателей математического анализа. Благодаря ИКСАМ стало намного проще считать, кто — или что - сильнее. Аеще ИКС - квотербек, которого пикнули под первым номером в 201 году. Почти всю карьеру он провел в одной команде, на сезон заглянув в «Пэтриотс». Назовите ИКС.;;;;;;;;https://t.me/simple_quiz/648;telegram_archive/media/post_0648_photo_01.jpg;Планы на вечер понедельника: • Размять голову, ответив на вопрос с квиза (даже если кто-то уже под спойлером написал верную версию) • Записаться на ближайшую игру (15 июня, понедельник – пост в закрепе) @simple_quiz;0.9375;Распознано — проверить ответ
649;2026-06-10;Английским названием картины Рембрандта, написанной в 1642 году и оцененной в 500 миллионов долларов, можно описать то, что делают жители Москвы, предпочитающие смотреть американские виды спорта в прямом эфире. Российское название той же картины Рембрандта носит также один из романов российского писателя, по мотивам которого в 2004 году сняли фильм, собравший 33 миллиона долларов в прокате. Мы не просим назвать российское название картины - назовите его английскую версию.;;;;;;;;https://t.me/simple_quiz/649;telegram_archive/media/post_0649_photo_01.jpg;Кто шарит за Рембрандта? @simple_quiz;0.9587;Распознано — проверить ответ
659;2026-06-13;ИКС выиграл девять титулов с «Баварией» за три года. С сезона-2016-2017 он выступает в другой стране, будучи капитаном команды из топ-5 лиг. Другой ИКС написал главное произведение примерно за 700 лет до старта карьеры футбольного ИКСА. Назовите ИКС.;;;;;;;;https://t.me/simple_quiz/659;telegram_archive/media/post_0659_photo_01.jpg;Финальная разминка перед игрой в понедельник @simple_quiz;0.9567;Распознано — проверить ответ
664;2026-06-19;В 2021 году Леонид Слуцкий сделал ЕЕ: он рассказал об этом Ксении Собчак на ее УочТиБе-канале. С 2022 года многие россияне начали намного чаще делать EE, если хотят посетить страны Европы, Азии и Америки. Назовите EE тремя словами.;Пересадка в Турции;1977;https://t.me/simple_quiz/664?comment=1977;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/664;telegram_archive/media/post_0664_photo_01.jpg;А пока – вопросики с последнего квиза @simple_quiz;0.9532;Ответ подтверждён реакцией канала
669;2026-06-25;Один из экспертов по русскому футболу дал такую характеристику 20-летнему форварду «Уфы» и воспитаннику одного из топ-клубов РПЛ Алексею Барановскому: «Он наглый пацан, который хорошо умеет играть в футбол. Говорю ему: все отлично, кроме фамилии». Назовите эксперта, который дал эту характеристику.;Андрей Аршавин;2000;https://t.me/simple_quiz/669?comment=2000;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/669;telegram_archive/media/post_0669_photo_01.jpg;Потихоньку готовимся к футбольному квизу Не забывайте записываться! @simple_quiz;0.9577;Ответ подтверждён реакцией канала
682;2026-06-26;"Перед вами фрагмент постера, со Ма та посвященного одному =. м. ее спортивному событию. Горы, rh. которые стали частью Ч 4 а композиции, мы скрыли. AS ; Мы He спрашиваем вас, что А . это за событие - напишите, в 12 форме чего выполнен силуэт Ni города на этом постере. (5 R E";Олимпийский факел;2023;https://t.me/simple_quiz/682?comment=2023;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/682;telegram_archive/media/post_0682_photo_01.jpg;А держите вопросик для разминки в пятницу вечером! @simple_quiz;0.7423;Ответ подтверждён реакцией канала
684;2026-06-30;Обратная ОНА была распространенным приемом в византийской и древнерусской иконописи. Когда речь идет о талантливых спортсменах, часто говорят о НЕЙ и называют ТАКИМИ - прилагательным, образованным от слова ОНА. Правда, чем старше спортсмен, тем реже мы говорим о том, что он - ТАКОЙ. Даи ИХ у него становится меньше. Назовите EE.;Перспектива;2026;https://t.me/simple_quiz/684?comment=2026;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/684;telegram_archive/media/post_0684_photo_01.jpg;Искусствоведы тут есть? @simple_quiz;0.955;Ответ подтверждён реакцией канала
716;2026-07-21;Если бы мы были корейцами, то этой парой стран для нас были бы Гана и Венгрия. Если бы мы были англичанами, то этой парой стран для нас были бы Афганистан и Зимбабве. Для казахстанцев этой парой стран являются Албания и Ямайка. А для россиян - две страны-участницы чемпионата мира-2026. Назовите эти две страны.;;;;;;;;https://t.me/simple_quiz/716;telegram_archive/media/post_0716_photo_01.jpg;Начнем с вопроса для полиглотов @simple_quiz;0.9563;Распознано — проверить ответ
717;2026-07-21;Несмотря на то, что эта европейская страна не попала на чемпионат мира по футболу, ее англоязычное название можно было увидеть во время трансляций как минимум восьми матчей ЧМ-2026. Назовите эту европейскую страну.;Грузия;2103;https://t.me/simple_quiz/717?comment=2103;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/717;telegram_archive/media/post_0717_photo_01.jpg;А вот еще вопрос про страну – правда, уже не про ту, что играла на ЧМ-2026 @simple_quiz;0.9595;Ответ подтверждён реакцией канала
718;2026-07-21;В 2006 году на платформе PSP вышла игра, где основной механикой был наклон планеты. Первая часть названия - испанское слово, которое совпадает с прозвищем тренера, не вышедшего вместе со сборной из группы на ЧМ-2026. Назовите фамилию этого тренера.;Марсело Бьельса;2108;https://t.me/simple_quiz/718?comment=2108;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/718;telegram_archive/media/post_0718_photo_01.jpg;И вопрос для геймеров @simple_quiz;0.957;Ответ подтверждён реакцией канала
719;2026-07-23;"В переводе с греческого это имя означает «бессмертный». Все, кто смотрел ЧМ-2026, наверняка слышали это имя. Услышать это имя от футбольного комментатора практически нереально, - вы навряд ли знаете хотя бы одного футболиста с таким именем. Но оно уже так прочно ассоциируется с этим ЧМ-2026, что на «Cnoptce""» даже вышла статья, посвященная этому «бессмертному». О каком имени идет речь?";;;;;;;;https://t.me/simple_quiz/719;telegram_archive/media/post_0719_photo_01.jpg;Пум. Все записались на игры в СПб и Мск на следующей неделе? @simple_quiz;0.9533;Распознано — проверить ответ
